Kadabra, 64, 90, 40, 21, 21, 90, -1, -1, 103, -1, -1, 41, 43, 43, -1, -1, -1, 50, 50, -1, -1, -1, -1, 32, -1, 59, -1, -1, -1
Alakazam, 65, 91, 41, 22, 22, 91, -1, -1, 104, -1, -1, 42, 44, 44, -1, -1, -1, 51, 51, -1, -1, -1, -1, 33, -1, 60, -1, -1, -1
Machop, 66, 140, 73, 40, 40, 142, -1, -1, -1, 57, -1, 75, 95, 95, -1, -1, 45, 117, 117, -1, -1, 57, 138, -1, -1, 154, -1, -1, -1
Machoke, 67, 141, 74, 41, 41, 143, -1, -1, -1, 58, -1, 76, 96, 96, -1, -1, 46, 118, 118, -1, -1, 58, 139, -1, -1, 155, -1, -1, -1
Machamp, 68, 142, 75, 42, 42, 144, -1, -1, -1, 59, -1, 77, 97, 97, -1, -1, 47, 119, 119, -1, -1, 59, 140, -1, -1, 156, -1, -1, -1
Bellsprout, 69, 64, -1, -1, -1, 64, -1, -1, -1, -1, 26, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 23, -1
Weepinbell, 70, 65, -1, -1, -1, 65, -1, -1, -1, -1, 27, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 24, -1
Victreebel, 71, 66, -1, -1, -1, 66, -1, -1, -1, -1, 28, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 25, -1
Tentacool, 72, 162, 66, 136, 136, 164, -1, -1, -1, 25, -1, 68, 106, 106, 38, 53, 55, 129, 129, 38, 56, 67, -1, 40, -1, 170, -1, -1, 50
Tentacruel, 73, 163, 67, 137, 137, 165, -1, -1, -1, 26, -1, 69, 107, 107, 39, 54, 56, 130, 130, 39, 57, 68, -1, 41, -1, 171, -1, -1, 51
Geodude, 74, 34, 57, 31, 31, 34, -1, -1, -1, -1, 9, 58, 229, -1, -1, 101, -1, 298, -1, -1, 119, -1, -1, -1, -1, 46, -1, 80, 96
Graveler, 75, 35, 58, 32, 32, 35, -1, -1, -1, -1, 10, 59, 230, -1, -1, 102, -1, 299, -1, -1, 120, -1, -1, -1, -1, 47, -1, 81, 97
Golem, 76, 36, 59, 33, 33, 36, -1, -1, -1, -1, 11, 60, 231, -1, -1, 103, -1, 300, -1, -1, 121, -1, -1, -1, -1, 48, -1, 82, 98
Ponyta, 77, 201, -1, 90, 90, 206, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 333, -1, 105, 23, -1, -1, -1
Rapidash, 78, 202, -1, 91, 91, 207, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 334, -1, 106, 24, -1, -1, -1
Slowpoke, 79, 80, -1, -1, -1, 80, -1, -1, -1, 133, -1, -1, 37, 37, -1, 18, -1, 44, 44, -1, 18, -1, -1, 1, -1, -1, 324, -1, 75
Slowbro, 80, 81, -1, -1, -1, 81, -1, -1, -1, 134, -1, -1, 38, 38, -1, 19, -1, 45, 45, -1, 19, -1, -1, 2, -1, -1, 325, -1, 76
Magnemite, 81, 118, 82, -1, 178, 119, -1, 48, -1, -1, 69, 84, 47, 47, -1, 25, -1, 54, 54, -1, 25, -1, -1, 105, -1, 177, 209, -1, 116
Magneton, 82, 119, 83, -1, 179, 120, -1, 49, -1, -1, 70, 85, 48, 48, -1, 26, -1, 55, 55, -1, 26, -1, -1, 106, -1, 178, 210, -1, 117
Farfetch’d, 83, 158, -1, -1, -1, 160, -1, -1, 61, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 218, -1, -1, -1, -1, -1, -1
Doduo, 84, 199, 92, -1, -1, 204, -1, -1, 94, -1, -1, 95, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1
Dodrio, 85, 200, 93, -1, -1, 205, -1, -1, 95, -1, -1, 96, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2
Seel, 86, 176, -1, -1, -1, 178, -1, 265, -1, -1, -1, -1, -1, -1, -1, -1, -1, 115, 115, -1, -1, -1, -1, -1, -1, -1, -1, -1, 143
Dewgong, 87, 177, -1, -1, -1, 179, -1, 266, -1, -1, -1, -1, -1, -1, -1, -1, -1, 116, 116, -1, -1, -1, -1, -1, -1, -1, -1, -1, 144
Grimer, 88, 116, 106, -1, -1, 117, -1, 64, -1, -1, -1, 111, 50, 50, -1, 28, -1, 57, 57, -1, 28, -1, -1, -1, -1, -1, 194, -1, 68
Muk, 89, 117, 107, -1, -1, 118, -1, 65, -1, -1, -1, 112, 51, 51, -1, 29, -1, 58, 58, -1, 29, -1, -1, -1, -1, -1, 195, -1, 69
Shellder, 90, 169, -1, -1, -1, 171, -1, -1, -1, 36, -1, -1, 115, 115, -1, -1, -1, 138, 138, -1, -1, -1, 150, 131, -1, -1, 329, -1, -1
Cloyster, 91, 170, -1, -1, -1, 172, -1, -1, -1, 37, -1, -1, 116, 116, -1, -1, -1, 139, 139, -1, -1, -1, 151, 132, -1, -1, 330, -1, -1
Gastly, 92, 58, -1, 69, 69, 58, -1, -1, -1, -1, 30, -1, 61, 61, 23, 32, -1, 73, 73, 23, 32, -1, 141, -1, -1, 136, 68, 118, -1
Haunter, 93, 59, -1, 70, 70, 59, -1, -1, -1, -1, 31, -1, 62, 62, 24, 33, -1, 74, 74, 24, 33, -1, 142, -1, -1, 137, 69, 119, -1
Gengar, 94, 60, -1, 71, 71, 60, -1, -1, -1, -1, 32, -1, 63, 63, 25, 34, -1, 75, 75, 25, 34, -1, 143, -1, -1, 138, 70, 120, -1
Onix, 95, 62, -1, 34, 34, 62, -1, 71, -1, 53, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 178, -1, -1, 118, -1, -1, -1
Drowzee, 96, 87, -1, -1, -1, 87, -1, -1, -1, -1, -1, -1, 54, 54, -1, -1, 13, 66, 66, -1, -1, 20, -1, -1, -1, -1, 66, -1, -1
Hypno, 97, 88, -1, -1, -1, 88, -1, -1, -1, -1, -1, -1, 55, 55, -1, -1, 14, 67, 67, -1, -1, 21, -1, -1, -1, -1, 67, -1, -1
Krabby, 98, 164, -1, -1, -1, 166, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 98, 38, -1, -1, -1, -1, -1
Kingler, 99, 165, -1, -1, -1, 167, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 99, 39, -1, -1, -1, -1, -1
Voltorb, 100, 120, 84, -1, -1, 121, -1, -1, -1, -1, 72, 87, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 192, 207, -1, -1
Electrode, 101, 121, 85, -1, -1, 122, -1, -1, -1, -1, 73, 88, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 193, 208, -1, -1
Exeggcute, 102, 104, -1, -1, -1, 105, -1, -1, -1, 136, -1, -1, 269, -1, -1, -1, 84, 355, -1, -1, -1, 102, -1, 205, -1, -1, -1, -1, 3
Exeggutor, 103, 105, -1, -1, -1, 106, -1, -1, -1, 137, -1, -1, 270, -1, -1, -1, 85, 356, -1, -1, -1, 103, -1, 206, -1, -1, -1, -1, 4
Cubone, 104, 203, -1, -1, -1, 208, -1, -1, -1, 60, -1, -1, 163, -1, 90, -1, -1, 197, -1, 98, -1, -1, -1, 170, -1, -1, -1, -1, -1
Marowak, 105, 204, -1, -1, -1, 209, -1, -1, -1, 61, -1, -1, 164, -1, 91, -1, -1, 198, -1, 99, -1, -1, -1, 171, -1, -1, -1, -1, -1
Hitmonlee, 106, 144, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 108, -1, -1, -1, -1, -1, 93
Hitmonchan, 107, 145, -1, -1, -1, 147, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 109, -1, -1, -1, -1, -1, 94
Lickitung, 108, 178, -1, -1, 161, 180, -1, 284, -1, -1, 134, -1, -1, -1, -1, -1, -1, 375, -1, -1, -1, 122, -1, 54, -1, 125, -1, -1, -1
Koffing, 109, 114, 108, -1, -1, 115, -1, 46, -1, -1, -1, 113, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 250, -1, -1, -1, -1, 135, -1
Weezing, 110, 115, 109, -1, -1, 116, -1, 47, -1, -1, -1, 114, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 251, -1, -1, -1, -1, 136, -1
Rhyhorn, 111, 206, 169, -1, 186, 211, -1, -1, -1, 50, -1, 176, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 264, 183, -1, 120, -1, -1, 5
Rhydon, 112, 207, 170, -1, 187, 212, -1, -1, -1, 51, -1, 177, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 265, 184, -1, 121, -1, -1, 6
Chansey, 113, 217, -1, 97, 97, 222, -1, -1, -1, -1, -1, -1, 33, 33, 17, 16, 9, 40, 40, 17, 16, 16, -1, 7, -1, 87, 44, -1, 17
Tangela, 114, 179, -1, -1, 181, 182, -1, 217, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 80, -1, 95, -1, -1, -1
Kangaskhan, 115, 205, -1, -1, -1, 210, -1, -1, -1, 62, -1, -1, 165, -1, 92, -1, -1, 199, -1, 100, -1, -1, -1, 172, -1, -1, -1, -1, -1
Horsea, 116, 186, 184, -1, -1, 190, -1, -1, -1, 39, -1, 193, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 198, -1, -1, -1, -1, 52
Seadra, 117, 187, 185, -1, -1, 191, -1, -1, -1, 40, -1, 194, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 199, -1, -1, -1, -1, 53
Goldeen, 118, 78, 50, 78, 78, 78, -1, -1, 53, -1, -1, 51, 153, -1, 80, 72, -1, 186, -1, 87, 78, -1, 146, 94, -1, -1, -1, -1, -1
Seaking, 119, 79, 51, 79, 79, 79, -1, -1, 54, -1, -1, 52, 154, -1, 81, 73, -1, 187, -1, 88, 79, -1, 147, 95, -1, -1, -1, -1, -1
Staryu, 120, 167, 143, -1, -1, 169, -1, 238, -1, 34, -1, 148, 184, -1, 111, -1, -1, 223, -1, 124, -1, -1, -1, 98, -1, -1, -1, -1, -1
Starmie, 121, 168, 144, -1, -1, 170, -1, 239, -1, 35, -1, 149, 185, -1, 112, -1, -1, 224, -1, 125, -1, -1, -1, 99, -1, -1, -1, -1, -1
Mr. Mime, 122, 156, -1, 95, 95, 158, -1, -1, -1, 114, -1, -1, -1, -1, -1, -1, -1, 60, 60, -1, -1, -1, 365, -1, 11, 77, -1, -1, -1
Scyther, 123, 110, -1, -1, 195, 111, -1, -1, -1, -1, 136, -1, 275, -1, -1, -1, 90, 365, -1, -1, -1, 112, -1, 118, -1, 72, 260, -1, 19
Jynx, 124, 153, -1, -1, -1, 155, -1, -1, -1, -1, 84, -1, -1, -1, -1, -1, -1, 110, 110, -1, -1, -1, -1, -1, 14, -1, -1, -1, -1
Electabuzz, 125, 155, -1, -1, 198, 157, -1, 57, -1, -1, -1, -1, 227, -1, -1, 99, -1, 296, -1, -1, 117, -1, -1, -1, 16, 183, -1, -1, 11
Magmar, 126, 151, -1, -1, 201, 153, -1, 54, -1, -1, -1, -1, 167, -1, 94, -1, -1, 201, -1, 102, -1, -1, -1, -1, 19, 175, -1, -1, 14
Pinsir, 127, 112, 167, -1, -1, 113, -1, 146, -1, 130, -1, 174, 175, -1, 102, -1, 65, 211, -1, 112, -1, 78, -1, 120, -1, -1, -1, -1, -1
Tauros, 128, 148, -1, -1, -1, 150, -1, -1, -1, 125, -1, -1, 137, -1, 64, -1, 61, 170, -1, 71, -1, 73, -1, 116, -1, -1, 223, -1, 22
Magikarp, 129, 76, 52, 23, 23, 76, -1, -1, 49, -1, -1, 53, 91, 91, 34, 51, 41, 111, 111, 34, 54, 53, 144, 42, 62, 80, 134, 43, -1
Gyarados, 130, 77, 53, 24, 24, 77, -1, -1, 50, -1, -1, 54, 92, 92, 35, 52, 42, 112, 112, 35, 55, 54, 145, 43, 63, 81, 135, 44, -1
Lapras, 131, 219, -1, -1, -1, 224, -1, 242, -1, 150, -1, -1, 268, -1, -1, -1, 83, 353, -1, -1, -1, 100, 361, -1, 190, -1, -1, -1, 145
Ditto, 132, 92, -1, -1, -1, 92, -1, 261, -1, -1, 138, -1, 209, -1, -1, 81, -1, 271, -1, -1, 92, -1, 373, 207, -1, -1, 212, -1, -1
Eevee, 133, 180, -1, -1, 163, 184, -1, 91, -1, 77, -1, -1, 123, -1, 50, -1, -1, 153, -1, 54, -1, -1, 196, -1, 74, 25, 179, -1, -1
Vaporeon, 134, 181, -1, -1, 164, 185, -1, 92, -1, 78, -1, -1, 124, -1, 51, -1, -1, 154, -1, 55, -1, -1, 197, -1, 75, 26, 180, -1, -1
Jolteon, 135, 182, -1, -1, 165, 186, -1, 93, -1, 79, -1, -1, 125, -1, 52, -1, -1, 155, -1, 56, -1, -1, 198, -1, 76, 27, 181, -1, -1
Flareon, 136, 183, -1, -1, 166, 187, -1, 94, -1, 80, -1, -1, 126, -1, 53, -1, -1, 156, -1, 57, -1, -1, 199, -1, 77, 28, 182, -1, -1
Porygon, 137, 215, -1, -1, 192, 220, -1, -1, -1, -1, -1, -1, 217, -1, -1, 89, -1, 281, -1, -1, 102, -1, -1, 208, -1, 133, -1, -1, 129
Omanyte, 138, 220, -1, -1, -1, 225, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 227, -1, 128, -1, -1, -1, -1, 123, -1, -1, -1, -1
Omastar, 139, 221, -1, -1, -1, 226, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 228, -1, 129, -1, -1, -1, -1, 124, -1, -1, -1, -1
Kabuto, 140, 222, -1, -1, -1, 227, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 229, -1, 130, -1, -1, -1, -1, 125, -1, -1, -1, -1
Kabutops, 141, 223, -1, -1, -1, 228, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 230, -1, 131, -1, -1, -1, -1, 126, -1, -1, -1, -1
Aerodactyl, 142, 224, -1, -1, -1, 229, -1, -1, -1, 68, -1, -1, 284, -1, -1, -1, 99, 382, -1, -1, -1, 129, -1, -1, 127, -1, -1, -1, -1
Snorlax, 143, 225, -1, 113, 113, 230, -1, -1, 139, -1, -1, -1, 36, 36, -1, -1, -1, 43, 43, -1, -1, -1, 261, -1, 173, 52, -1, 103, -1
Articuno, 144, 235, -1, -1, -1, 240, -1, -1, -1, 151, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 202, -1, -1, -1, -1
Zapdos, 145, 236, -1, -1, -1, 241, -1, -1, -1, 152, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 203, -1, -1, -1, -1
Moltres, 146, 237, -1, -1, -1, 242, -1, -1, -1, 153, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, -1, -1, -1, -1
Dratini, 147, 241, -1, -1, -1, 246, -1, -1, -1, -1, 145, -1, 281, -1, -1, -1, 96, 379, -1, -1, -1, 126, -1, -1, 194, -1, 347, -1, -1
Dragonair, 148, 242, -1, -1, -1, 247, -1, -1, -1, -1, 146, -1, 282, -1, -1, -1, 97, 380, -1, -1, -1, 127, -1, -1, 195, -1, 348, -1, -1
Dragonite, 149, 243, -1, -1, -1, 248, -1, -1, -1, -1, 147, -1, 283, -1, -1, -1, 98, 381, -1, -1, -1, 128, -1, -1, 196, -1, 349, -1, -1
Mewtwo, 150, 249, -1, -1, -1, 254, -1, -1, -1, -1, 151, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
